textbox_11.text,STUDY_ID,Word14,WordB,reading.stopped,list,corf,practice_trials.thisN,condition,trials.thisN,right_im,feedback.started,practice_loop.thisIndex,debrief2.stopped,reading.started,key_resp_3.keys,key_resp.rt,feedback.stopped,RelFreq,psychopyVersion,pause_before_memory_task.started,key_resp_18.rt,pause_before_memory_task.stopped,key_resp_3.duration,key_resp_5.duration,key_resp_24.rt,key_resp_6.keys,trial_2.stopped,key_resp.corr,key_resp_10.corr,pause_before_memory_task_2.stopped,Binomial,trials.thisRepN,trials.thisTrialN,key_resp_19.rt,left_im,PrimeType,key_resp_19.duration,demo_other_langs_2.started,trial.started,Prime,textbox_13.text,Sentence,audio_loop.thisTrialN,textbox.text,textbox_2.text,instructions_rotation.started,key_resp_20.keys,key_resp_8.keys,the_end.stopped,trials_2.thisRepN,corj,angle,OS,same,counterbalance,GenPref,Questions,mirrored_key,textbox_10.text,practice_loop.thisTrialN,trials_2.thisN,key_resp_7.corr,key_resp_23.keys,wait_before_starting.stopped,Word5,Word4,key_resp_18.keys,Intructions_2.started,textbox_9.text,practice_trials.thisRepN,debrief2.started,audio_loop.thisN,practice_trials.ran,PROLIFIC_PID,the_end.started,consent_resp_2.rt,consent_resp_2.keys,List,Word16,audio_loop.ran,CorrAns,practice_loop.thisN,demo_age_2.started,key_resp_21.keys,type,trial_2.started,trial_no_audio.started,practice_trials.thisIndex,trials.thisIndex,key_resp_23.rt,Word7,Word0,trials.ran,__session,Word8,trial.stopped,rightori,fixation_cross.started,debrief1.started,demo_age_2.stopped,key_resp_22.rt,Word6,Word10,demographic_questions_2.started,WordA,practice_trials.thisTrialN,feedback_2.started,Word3,key_resp_10.rt,prime_freq,counterbalance_setup.started,feedback_no_audio.started,demo_place_of_birth_2.started,comprehension.started,debrief1.stopped,Instructions_4.started,Word9,Answer,practice_loop.thisRepN,Word15,key_resp_8.rt,demographic_questions_2.stopped,key_resp_4.corr,pause_before_memory_task_2.started,Condition,__datetime,feedback_no_audio.stopped,date,Word13,Word1,demo_native_lang_2.started,SESSION_ID,trials_2.ran,target_freq,demo_native_lang_2.stopped,key_resp_7.keys,audio,key_resp_19.keys,Word11,practice_loop.ran,Word12,key_resp_4.rt,not_mirrored_key,instr_key_1.keys,leftori,comprehension.stopped,key_resp_21.rt,participant,instr_key_1.rt,instructions_rotation.stopped,key_resp_4.keys,feedback_2.stopped,expName,key_resp_5.rt,demo_other_langs_2.stopped,consent_2.stopped,demo_place_of_birth_2.stopped,key_resp_7.rt,key_resp_24.keys,fixation_cross.stopped,session,Intructions_1.stopped,Instructions_3.stopped,Item,key_resp_22.keys,Word2,instructions_final.started,SentenceType,trials_2.thisIndex,frameRate,audio_loop.thisRepN,__participant,key_resp_6.rt,key_resp.keys,counterbalance_setup.stopped,instructions_final.stopped,key_resp_5.keys,audio_loop.thisIndex,trial_no_audio.stopped,key_resp_3.rt,key_resp_20.rt,wait_before_starting.started,trials_2.thisTrialN,key_resp_10.keys,Instructions_4.stopped,consent_2.started,__experimentName,Intructions_2.stopped,Intructions_1.started,Instructions_3.started
﻿,67ec910001675b3ed2ca68d9,,NA,1338.320700000048,,,,,,,,,,1330.0213999998568,"[""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space""]",,,NA,2023.2.1,,,,"[null,null,null,null,null,null,null,null,null,null,null]",,,,,,,,NA,,,,,filler,,,,The soft glow of the candle illuminated her face.,,+ She left footprints in the wet sand that soon disappeared.,24,,,,,,,,,,Win32,,,NA,Was the sand dry?,,,,,,,,0.46649999999999636,0.499099999904729,,,,,,24,,66775ea946348e7fe0914989,,,,0,,1,,,,,moving word,,,,,,0.5330000000001291,1.398600000143233,,001,0.46649999999999636,,,1329.0212999999526,,,,0.532299999952329,2.098499999999831,,NA,,,0.5673999998568888,,NA,,,,1338.320700000048,,,0.46589999985690156,n,,,,,0,,NA,2025-04-01_19h29.53.894,,2025-04-01_19h30.18.054,,0.46590000009541654,,67eca1048a718ef8949d1605,,NA,,,audio/prime_filler/The_soft_glow_of_the_candle_illuminated_her_face.wav,,,,,2.9076000001430202,,,,1341.2535999999045,,66775ea946348e7fe0914989,,,y,,NoisyChannelLearning,,,,,,,1330.0212999999526,001,,,123,,0.46539999985702707,,filler,,30.030030030027405,0,PARTICIPANT,,,,,,39,,"[1.3727000000476437,1.8602000000475982,2.3595999999045034,2.971899999856987,3.511599999904547,4.003500000000031,4.586899999856769,5.126599999904556,5.633899999856794,6.144700000047578,8.275799999952142]",,,,,,,NoisyChannelLearning_PilotExp2,,,
﻿,67ec910001675b3ed2ca68d9,,,,,j,,,0,F.png,1347.220399999857,,,,,4.259700000047815,1347.7205,,2023.2.1,1341.2537999999522,,1342.620899999857,,,,,,1,,,,0,0,,F.png,,,,1342.8545,,,,,,,,,,,,f,45,Win32,n,,,,,,,,,,1342.8545,,,,,,,,,,66775ea946348e7fe0914989,,,,,,,f,,,,moving word,,,,2,,,,1,001,,1347.2202999999522,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01_19h29.53.894,,2025-04-01_19h30.18.054,,,,67eca1048a718ef8949d1605,,,,,,,,,,,,,0,,,66775ea946348e7fe0914989,,,,,NoisyChannelLearning,1.3372999999523927,,,,,,,001,,,,,,,,,30.030030030027405,,PARTICIPANT,,f,,,return,,,,,1342.6252999999524,,,,,NoisyChannelLearning_PilotExp2,,,
﻿,67ec910001675b3ed2ca68d9,,NA,1353.9542999999526,,,,,,,,,,1348.720899999857,"[""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space""]",,,NA,2023.2.1,,,,"[null,null,null,null,null,null,null,null,null,null,null]",,,,,,,,NA,,,,,filler,,,,She watched as the sun dipped below the distant horizon.,,+ The old library was filled with dust-covered books and secrets.,25,,,,,,,,,,Win32,,,NA,Were the books clean?,,,,,,,,0.2987999999522799,0.33239999985698887,,,,,,25,,66775ea946348e7fe0914989,,,,0,,1,,,,,moving word,,,,,,0.3324000000952765,0.7653999998569816,,001,0.5659999999998035,,,1347.7205,,,,0.3322999999525109,0.8326000001429747,,NA,,,0.3322999999525109,,NA,,,,1353.9543999998568,,,0.3992999999522908,n,,,,,0,,NA,2025-04-01_19h29.53.894,,2025-04-01_19h30.18.054,,0.33290000009537835,,67eca1048a718ef8949d1605,,NA,,,audio/prime_filler/She_watched_as_the_sun_dipped_below_the_distant_horizon.wav,,,,,2.1322000000475327,,,,1356.1207999999524,,66775ea946348e7fe0914989,,,n,,NoisyChannelLearning,,,,,,,1348.720899999857,001,,,107,,0.36679999995226353,,filler,,30.030030030027405,0,PARTICIPANT,,,,,,35,,"[0.7335000000000491,1.1119000000953747,1.5232000000478365,1.8658000001908022,2.2309000000955166,2.5817000000477037,2.9465000000000146,3.2983000001909204,3.9025000000001455,4.342300000190789,5.209600000143155]",,,,,,,NoisyChannelLearning_PilotExp2,,,
﻿,67ec910001675b3ed2ca68d9,,,,,f,,,0,FR.png,1362.4208999998568,,,,,5.02919999980918,1362.9203999998572,,2023.2.1,1356.1215000000002,,1357.0540999999048,,,,,,1,,,,0,0,,F.png,,,,1357.2875999999046,,,,,,,,,,,,j,0,Win32,y,,,,,,,,,,1357.287399999857,,,,,,,,,,66775ea946348e7fe0914989,,,,,,,j,,,,moving word,,,,13,,,,1,001,,1362.4208999998568,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01_19h29.53.894,,2025-04-01_19h30.18.054,,,,67eca1048a718ef8949d1605,,,,,,,,,,,,,0,,,66775ea946348e7fe0914989,,,,,NoisyChannelLearning,0.911600000143153,,,,,,,001,,,,,,,,,30.030030030027405,,PARTICIPANT,,j,,,return,,,,,1357.0585999999048,,,,,NoisyChannelLearning_PilotExp2,,,
﻿,67ec910001675b3ed2ca68d9,,,,,f,,,1,F.png,1367.021099999905,,,,,3.7477000000476437,1367.5208999998572,,2023.2.1,,,,,,,,,1,,,,0,1,,FR.png,,,,1363.1542000000477,,,,,,,,,,,,j,0,Win32,y,,,,,,,,,,1363.1540999999047,,,,,,,,,,66775ea946348e7fe0914989,,,,,,,j,,,,moving word,,,,29,,,,1,001,,1367.0210000000002,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01_19h29.53.894,,2025-04-01_19h30.18.054,,,,67eca1048a718ef8949d1605,,,,,,,,,,,,,0,,,66775ea946348e7fe0914989,,,,,NoisyChannelLearning,,,,,,,,001,,,,,,,,,30.030030030027405,,PARTICIPANT,,j,,,,,,,,1362.9208999998568,,,,,NoisyChannelLearning_PilotExp2,,,
﻿,67ec910001675b3ed2ca68d9,,NA,1373.7207999999523,,,,,,,,,,1368.5200999999047,"[""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space""]",,,NA,2023.2.1,,,,"[null,null,null,null,null,null,null,null,null]",,,,,,,,NA,,,,,filler,,,,The garden was alive with the buzzing of bees and birds.,,+ She watched the raindrops slide down the windowpane.,26,,,,,,,,,,Win32,,,NA,Was it sunny outside?,,,,,,,,0.6980999999045707,0.599099999904638,,,,,,26,,66775ea946348e7fe0914989,,,,0,,1,,,,,moving word,,,,,,0.5327999999524309,0.9327000000478165,,001,0.7329000000952419,,,1367.521099999905,,,,0.4665999999047017,,,NA,,,0.3995999999046944,,NA,,,,1373.721,,,,n,,,,,0,,NA,2025-04-01_19h29.53.894,,2025-04-01_19h30.18.054,,0.331899999856887,,67eca1048a718ef8949d1605,,NA,,,audio/prime_filler/The_garden_was_alive_with_the_buzzing_of_bees_and_birds.wav,,,,,1.3111999998093324,,,,1375.053399999857,,66775ea946348e7fe0914989,,,n,,NoisyChannelLearning,,,,,,,1368.5200999999047,001,,,129,,0.23299999999994725,,filler,,30.030030030027405,0,PARTICIPANT,,,,,,45,,"[0.8990999999045926,1.2735000000000127,1.5590999999046744,1.9887999999523345,2.6067000000477947,3.352599999904669,3.8348999998570434,4.407399999857034,5.177599999904714]",,,,,,,NoisyChannelLearning_PilotExp2,,,
﻿,67ec910001675b3ed2ca68d9,,,,,j,,,0,F.png,1385.0202000000477,,,,,8.879700000047706,1385.5197000000476,,2023.2.1,1375.0535999999047,,1375.8537999999526,,,,,,1,,,,0,0,,F.png,,,,1376.0865999999046,,,,,,,,,,,,f,45,Win32,n,,,,,,,,,,1376.0865999999046,,,,,,,,,,66775ea946348e7fe0914989,,,,,,,f,,,,moving word,,,,2,,,,1,001,,1385.0202000000477,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01_19h29.53.894,,2025-04-01_19h30.18.054,,,,67eca1048a718ef8949d1605,,,,,,,,,,,,,0,,,66775ea946348e7fe0914989,,,,,NoisyChannelLearning,0.7792000000476946,,,,,,,001,,,,,,,,,30.030030030027405,,PARTICIPANT,,f,,,return,,,,,1375.8553999998571,,,,,NoisyChannelLearning_PilotExp2,,,
﻿,67ec910001675b3ed2ca68d9,0.5336000001429966,rise,1393.9202999999525,,,,,,,,,,1386.5202999999524,"[""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space""]",,,-0.47005192108,2023.2.1,,,,"[null,null,null,null,null,null,null,null,null,null,null,null,null,null,null]",,,,,,,,fall and rise,,,,,unrelated,,,,"She gazed out at the ocean, mesmerized by the endless waves crashing against the shore.",,+ I've gotten particularly ill due to the rise and fall of the big waves.,27,,,,,,,,,,Win32,,,0.4320348317,Was the narrator sick because of the waves?,,,,,,,,0.36539999985689064,0.4657000000477183,,,,,,27,,66775ea946348e7fe0914989,,,,3,,1,,,,,moving word,,,,,,0.36709999990466713,1.631400000095482,,001,0.36540000009517826,,,1385.5197000000476,,,,0.3654999999998836,0.26579999995215076,,fall,,,0.3994999999999891,,unrelated,,,,1393.9203999998572,,,0.36720000004766007,y,,,,,0,,6,2025-04-01_19h29.53.894,,2025-04-01_19h30.18.054,0.39909999990459255,0.4324000000954129,,67eca1048a718ef8949d1605,,frequent,,,"audio/prime_unrelated/She_gazed_out_at_the_ocean,_mesmerized_by_the_endless_waves_crashing_against_the_shore.wav",,0.365399999857118,,0.36649999999985994,2.6035999999046453,,,,1396.5537999999524,,66775ea946348e7fe0914989,,,y,,NoisyChannelLearning,,,,,,,1386.5200999999047,001,,,14,,0.2317999999525,,Sentence (nonalphabetical),,30.030030030027405,0,PARTICIPANT,,,,,,27,,"[1.5910999999045998,2.0739999999998417,2.342099999904576,2.757899999856818,3.2705999999045616,3.6822000000477146,4.057499999999891,4.477700000047662,4.872599999904651,5.259700000047587,5.568200000047682,5.957200000047578,6.362200000047551,6.799599999904558,7.374700000047596]",,,,,,,NoisyChannelLearning_PilotExp2,,,
﻿,67ec910001675b3ed2ca68d9,,,,,f,,,0,F.png,1403.0867999999523,,,,,5.479499999999916,1403.5860000000002,,2023.2.1,1396.5545000000002,,1397.3195,,,,,,1,,,,0,0,,FR.png,,,,1397.5535,,,,,,,,,,,,j,0,Win32,y,,,,,,,,,,1397.5535,,,,,,,,,,66775ea946348e7fe0914989,,,,,,,j,,,,moving word,,,,29,,,,1,001,,1403.0867000000476,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01_19h29.53.894,,2025-04-01_19h30.18.054,,,,67eca1048a718ef8949d1605,,,,,,,,,,,,,0,,,66775ea946348e7fe0914989,,,,,NoisyChannelLearning,0.7288000001908586,,,,,,,001,,,,,,,,,30.030030030027405,,PARTICIPANT,,j,,,return,,,,,1397.3205000000003,,,,,NoisyChannelLearning_PilotExp2,,,
﻿,67ec910001675b3ed2ca68d9,0.6990000000000691,sciences,1411.7867000000479,,,,,,,,,,1404.5867999999523,"[""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space""]",,,0.4544574614,2023.2.1,,,,"[null,null,null,null,null,null,null,null,null,null,null,null,null,null,null]",,,,,,,,arts and sciences,,,,,alphabetical,,,,A well-rounded education often includes a balance of arts and sciences.,,+ Jessica couldn't decide between studying sciences and arts at her time in  college.,28,,,,,,,,,,Win32,,,0.4933750742,Did Jessica plan on going to college?,,,,,,,,0.16600000000016735,0.2656000001429675,,,,,,28,,66775ea946348e7fe0914989,,,,3,,1,,,,,moving word,,,,,,0.4989000000953183,0.7321000001429638,,001,0.39940000009528376,,,1403.5860999999045,,,,0.23240000009536743,0.40029999995226717,,arts,,,0.33370000004765643,,frequent,,,,1411.7867999999526,,,0.3654999999998836,y,,,,,0,,2,2025-04-01_19h29.53.894,,2025-04-01_19h30.18.054,1.2329999999999472,0.19850000000019463,,67eca1048a718ef8949d1605,,not-frequent,,,audio/prime_alpha/A_well-rounded_education_often_includes_a_balance_of_arts_and_sciences.wav,,0.4325999999045962,,0.433200000047691,2.222300000190671,,,,1414.0537000000477,,66775ea946348e7fe0914989,,,y,,NoisyChannelLearning,,,,,,,1404.5867000000476,001,,,3,,0.33209999990481265,,Sentence (nonalphabetical),,30.030030030027405,0,PARTICIPANT,,,,,,5,,"[0.7107000000478365,0.9516000001431166,1.295300000190764,1.6804000000954602,1.9617000000478129,2.171000000000049,2.4393000001907694,2.96490000009544,3.417300000190835,3.8105000000000473,4.245800000190684,4.692999999999984,5.166200000047638,6.440700000047627,7.160700000047655]",,,,,,,NoisyChannelLearning_PilotExp2,,,
﻿,67ec910001675b3ed2ca68d9,,,,,j,,,0,FR.png,1420.8200999999049,,,,,5.297200000047724,1421.3195999999048,,2023.2.1,1414.0542000000478,,1415.186700000048,,,,,,1,,,,0,0,,FR.png,,,,1415.4195,,,,,,,,,,,,f,0,Win32,n,,,,,,,,,,1415.4195,,,,,,,,,,66775ea946348e7fe0914989,,,,,,,f,,,,moving word,,,,28,,,,1,001,,1420.8200000000002,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01_19h29.53.894,,2025-04-01_19h30.18.054,,,,67eca1048a718ef8949d1605,,,,,,,,,,,,,0,,,66775ea946348e7fe0914989,,,,,NoisyChannelLearning,1.1214000000952637,,,,,,,001,,,,,,,,,30.030030030027405,,PARTICIPANT,,f,,,return,,,,,1415.189399999857,,,,,NoisyChannelLearning_PilotExp2,,,
﻿,67ec910001675b3ed2ca68d9,0.6984999999999673,mrs.,1429.1527999999525,,,,,,,,,,1422.319399999857,"[""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space""]",,,0.4980908174000001,2023.2.1,,,,"[null,null,null,null,null,null,null,null,null,null,null,null,null,null,null]",,,,,,,,mr. and mrs.,,,,,alphabetical,,,,"The invitation was addressed to Mr. and Mrs. Peterson, inviting them to the gala.",,+ The couple call each other mr. and mrs. Smith even though they aren't married.,29,,,,,,,,,,Win32,,,0.6408346416,Is it the case that the couple aren't married?,,,,,,,,0.33289999985686336,0.4329999999999927,,,,,,29,,66775ea946348e7fe0914989,,,,3,,1,,,,,moving word,,,,,,0.43249999999989086,0.5659000000953256,,001,0.331900000095402,,,1421.3197999999525,,,,0.3992999999522908,0.5330000000001291,,mr.,,,0.432199999809427,,frequent,,,,1429.1527999999525,,,0.4317999999523181,y,,,,,0,,1,2025-04-01_19h29.53.894,,2025-04-01_19h30.18.054,0.36599999999998545,0.36599999999998545,,67eca1048a718ef8949d1605,,frequent,,,"audio/prime_alpha/The_invitation_was_addressed_to_Mr_and_Mrs_Peterson,_inviting_them_to_the_gala.wav",,0.433200000047691,,0.39989999985687064,3.8969999999999345,,,,1433.0855999999048,,66775ea946348e7fe0914989,,,y,,NoisyChannelLearning,,,,,,,1422.319399999857,001,,,27,,0.1992000000477674,,Sentence (alphabetical),,30.030030030027405,0,PARTICIPANT,,,,,,8,,"[0.5284999999998945,0.9527999999522763,1.1869000000951928,1.6475000000000364,2.117999999999938,2.480000000000018,2.91410000014298,3.384200000047713,3.746299999952271,4.197200000047587,4.779299999952173,5.252400000095349,5.686299999952325,6.083999999999833,6.821700000047713]",,,,,,,NoisyChannelLearning_PilotExp2,,,
﻿,67ec910001675b3ed2ca68d9,,,,,f,,,0,FR.png,1440.986399999857,,,,,6.568900000095482,1441.4860999999046,,2023.2.1,1433.0858999998568,,1434.0862999999522,,,,,,1,,,,0,0,,F.png,,,,1434.3197000000478,,,,,,,,,,,,j,45,Win32,y,,,,,,,,,,1434.3195999999048,,,,,,,,,,66775ea946348e7fe0914989,,,,,,,j,,,,moving word,,,,7,,,,1,001,,1440.9862999999523,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01_19h29.53.894,,2025-04-01_19h30.18.054,,,,67eca1048a718ef8949d1605,,,,,,,,,,,,,0,,,66775ea946348e7fe0914989,,,,,NoisyChannelLearning,0.9684000000954711,,,,,,,001,,,,,,,,,30.030030030027405,,PARTICIPANT,,j,,,return,,,,,1434.089,,,,,NoisyChannelLearning_PilotExp2,,,
﻿,67ec910001675b3ed2ca68d9,,crafts,1447.6855999999048,,,,,,,,,,1442.4853999998572,"[""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space""]",,,0.4952497357,2023.2.1,,,,"[null,null,null,null,null,null,null,null,null,null,null,null,null]",,,,,,,,arts and crafts,,,,,unrelated,,,,"She poured herself a steaming cup of coffee, savoring the aroma as it filled the kitchen.",,+ Lilly enjoys doing arts and crafts to relax when she is stressed.,30,,,,,,,,,,Win32,,,0.6080373752,Does Lilly enjoy run when she's stressed?,,,,,,,,0.2660000000000764,0.29920000004767644,,,,,,30,,66775ea946348e7fe0914989,,,,3,,1,,,,,moving word,,,,,,0.23359999990475444,1.466400000095291,,001,0.26620000004777467,,,1441.4862999999523,,,,0.23250000000007276,0.267299999952229,,arts,,,0.2986000001430966,,unrelated,,,,1447.6855999999048,,,0.26529999995227627,n,,,,,0,,5,2025-04-01_19h29.53.894,,2025-04-01_19h30.18.054,,0.29859999990458164,,67eca1048a718ef8949d1605,,frequent,,,"audio/prime_unrelated/She_poured_herself_a_steaming_cup_of_coffee,_savoring_the_aroma_as_it_filled_the_kitchen.wav",,0.26629999995248,,0.2990999999044561,2.2647000000476964,,,,1449.9857999999522,,66775ea946348e7fe0914989,,,n,,NoisyChannelLearning,,,,,,,1442.4853999998572,001,,,2,,0.3324999999999818,,Sentence (alphabetical),,30.030030030027405,0,PARTICIPANT,,,,,,17,,"[1.445200000047862,1.7942999999525,2.148400000095535,2.4879000000955784,2.8209000000954347,3.1052000000477165,3.3746000001431185,3.6455000000000837,3.948200000047791,4.2507999999525055,4.539000000000215,4.841100000143115,5.170000000000073]",,,,,,,NoisyChannelLearning_PilotExp2,,,
﻿,67ec910001675b3ed2ca68d9,,,,,f,,,0,F.png,1456.5190000000002,,,,,5.272999999999911,1457.0190999999045,,2023.2.1,1449.9867000000477,,1450.8860999999047,,,,,,1,,,,0,0,,FR.png,,,,1451.1190000000001,,,,,,,,,,,,j,0,Win32,y,,,,,,,,,,1451.1190000000001,,,,,,,,,,66775ea946348e7fe0914989,,,,,,,j,,,,moving word,,,,17,,,,1,001,,1456.5188999998572,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01_19h29.53.894,,2025-04-01_19h30.18.054,,,,67eca1048a718ef8949d1605,,,,,,,,,,,,,0,,,66775ea946348e7fe0914989,,,,,NoisyChannelLearning,0.8702999999522945,,,,,,,001,,,,,,,,,30.030030030027405,,PARTICIPANT,,j,,,return,,,,,1450.8902000000476,,,,,NoisyChannelLearning_PilotExp2,,,
﻿,67ec910001675b3ed2ca68d9,0.7325000000000728,oil,1466.2190999999048,,,,,,,,,,1458.0187999999525,"[""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space""]",,,-0.4145522406,2023.2.1,,,,"[null,null,null,null,null,null,null,null,null,null,null,null,null,null,null]",,,,,,,,gas and oil,,,,,nonalphabetical,,,,The economy in this region is heavily dependent on oil and gas production.,,+ Sam didn't know the difference between oil and gas so she ruined her car.,31,,,,,,,,,,Win32,,,0.414941423,Is Sam uneducated about cars?,,,,,,,,0.2321000001431912,0.23279999995224898,,,,,,31,,66775ea946348e7fe0914989,,,,3,,1,,,,,moving word,,,,,,0.2670999999045307,1.633599999904618,,001,0.3662000000476837,,,1457.019200000048,,,,0.2993999998568597,0.40059999990467077,,gas,,,0.3318999998571144,,frequent,,,,1466.2192999999525,,,0.4326000001428838,y,,,,,0,,4,2025-04-01_19h29.53.894,,2025-04-01_19h30.18.054,0.46610000014288744,0.8988999998568943,,67eca1048a718ef8949d1605,,frequent,,,audio/prime_nonalpha/The_economy_in_this_region_is_heavily_dependent_on_oil_and_gas_production.wav,,0.3993000001908058,,0.6322000000475327,3.0707000000477365,,,,1469.318899999857,,66775ea946348e7fe0914989,,,y,,NoisyChannelLearning,,,,,,,1458.0187999999525,001,,,20,,0.4004000000954875,,Sentence (nonalphabetical),,30.030030030027405,0,PARTICIPANT,,,,,,20,,"[1.6261000001429693,2.544700000047669,2.9731000001429493,3.332800000190673,3.628500000000031,3.8867000000477674,4.201600000143117,4.503400000095326,4.925100000143175,5.367999999999938,5.817999999999984,6.238300000190748,6.905200000047671,7.397100000143155,8.193700000047784]",,,,,,,NoisyChannelLearning_PilotExp2,,,
﻿,67ec910001675b3ed2ca68d9,,,,,j,,,0,FR.png,1475.086200000048,,,,,4.600100000142902,1475.5857999999525,,2023.2.1,1469.3195999999048,,1470.1852000000476,,,,,,1,,,,0,0,,FR.png,,,,1470.4189999999999,,,,,,,,,,,,f,45,Win32,n,,,,,,,,,,1470.4188999998569,,,,,,,,,,66775ea946348e7fe0914989,,,,,,,f,,,,moving word,,,,30,,,,1,001,,1475.0860999999045,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01_19h29.53.894,,2025-04-01_19h30.18.054,,,,67eca1048a718ef8949d1605,,,,,,,,,,,,,0,,,66775ea946348e7fe0914989,,,,,NoisyChannelLearning,0.8614999999999782,,,,,,,001,,,,,,,,,30.030030030027405,,PARTICIPANT,,f,,,return,,,,,1470.1875999999047,,,,,NoisyChannelLearning_PilotExp2,,,
﻿,67ec910001675b3ed2ca68d9,,NA,1482.0522999999525,,,,,,,,,,1476.5855000000001,"[""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space""]",,,NA,2023.2.1,,,,"[null,null,null,null,null,null,null,null,null,null,null]",,,,,,,,NA,,,,,filler,,,,She carefully arranged flowers in a small glass vase.,,"+ The cat stretched lazily, basking in a patch of sunlight.",32,,,,,,,,,,Win32,,,NA,Was she reckless?,,,,,,,,0.3990000000001146,0.40059999990467077,,,,,,32,,66775ea946348e7fe0914989,,,,0,,1,,,,,moving word,,,,,,0.3992999999522908,0.9323999998571253,,001,0.433200000047691,,,1475.5860000000002,,,,0.43290000009551477,0.5997000000477328,,NA,,,0.3317999999521817,,NA,,,,1482.0522999999525,,,0.3992999999522908,n,,,,,0,,NA,2025-04-01_19h29.53.894,,2025-04-01_19h30.18.054,,0.4668999998571053,,67eca1048a718ef8949d1605,,NA,,,audio/prime_filler/She_carefully_arranged_flowers_in_a_small_glass_vase.wav,,,,,3.3205999999047435,,,,1485.3852999999522,,66775ea946348e7fe0914989,,,n,,NoisyChannelLearning,,,,,,,1476.5853999998571,001,,,161,,0.3324999999999818,,filler,,30.030030030027405,0,PARTICIPANT,,,,,,47,,"[0.9212000000477474,1.4035999999045998,1.7689000000955275,2.130599999904689,2.5787000000477747,3.0207999999524873,3.485500000000002,3.9074000000955493,4.384900000095513,4.809400000095366,5.4422000000477055]",,,,,,,NoisyChannelLearning_PilotExp2,,,
﻿,67ec910001675b3ed2ca68d9,,,,,j,,,0,F.png,1490.5187000000478,,,,,3.8702000000478165,1491.0187999999525,,2023.2.1,1485.386,,1486.284700000048,,,,,,1,,,,0,0,,F.png,,,,1486.5187000000478,,,,,,,,,,,,f,45,Win32,n,,,,,,,,,,1486.5185999999048,,,,,,,,,,66775ea946348e7fe0914989,,,,,,,f,,,,moving word,,,,14,,,,1,001,,1490.5187000000478,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01_19h29.53.894,,2025-04-01_19h30.18.054,,,,67eca1048a718ef8949d1605,,,,,,,,,,,,,0,,,66775ea946348e7fe0914989,,,,,NoisyChannelLearning,0.8714000000954911,,,,,,,001,,,,,,,,,30.030030030027405,,PARTICIPANT,,f,,,return,,,,,1486.2855999999047,,,,,NoisyChannelLearning_PilotExp2,,,
﻿,67ec910001675b3ed2ca68d9,,,,,j,,,1,FR.png,1493.1517999999523,,,,,1.7774999999999181,1493.651899999857,,2023.2.1,,,,,,,,,1,,,,0,1,,FR.png,,,,1491.2522000000477,,,,,,,,,,,,f,0,Win32,n,,,,,,,,,,1491.2522000000477,,,,,,,,,,66775ea946348e7fe0914989,,,,,,,f,,,,moving word,,,,24,,,,1,001,,1493.1517000000476,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01_19h29.53.894,,2025-04-01_19h30.18.054,,,,67eca1048a718ef8949d1605,,,,,,,,,,,,,0,,,66775ea946348e7fe0914989,,,,,NoisyChannelLearning,,,,,,,,001,,,,,,,,,30.030030030027405,,PARTICIPANT,,f,,,,,,,,1491.019399999857,,,,,NoisyChannelLearning_PilotExp2,,,
